veh id,manufacturer,nameplate,model,CVCM class,EPA class,fleet type,fuel type,footprint,baseline price,baseline mpg,baseline sales,predicted mpg,incremental price,,,,,,,,,,,,,,,,,
506,VOLKSWAGEN,Volkswagen,Jetta,3,COMPACT CARS,C,G,42.39739583,23594,30.0373148,87219,34.81,-3811.646767,,,,,,,,,,,,,,,,,
507,VOLKSWAGEN,Volkswagen,New Beetle,7,SUBCOMPACT CARS,C,G,40.54916667,21128,30.36497756,14888,30.46,-2438.287399,,,,,,,,,,,,,,,,,
508,VOLKSWAGEN,Volkswagen,New Beetle Convertible,7,SUBCOMPACT CARS,C,G,40.54916667,26644,29.88323247,13115,29.85,-254.0857415,,,,,,,,,,,,,,,,,
509,VOLKSWAGEN,Volkswagen,Passat,9,MIDSIZE CARS,C,G,45.27340278,30332,29.08368218,28667,32.37,-7136.872753,,,,,,,,,,,,,,,,,
510,VOLKSWAGEN,Volkswagen,Passat Wagon,9,MIDSIZE STATION WAGONS,C,G,45.27340278,31869,29.05523516,6709,32.37,-3114.347354,,,,,,,,,,,,,,,,,
511,VOLKSWAGEN,Volkswagen,Rabbit,8,COMPACT CARS,C,G,42.43263889,17470,29.67567423,22371,35.21,2489.748936,,,,,,,,,,,,,,,,,
512,VOLKSWAGEN,Volkswagen,Touareg,11,SUV,T,G,51.08736111,42673,20.34571017,11382,23.15,-47.86889622,,,,,,,,,,,,,,,,,
513,Geely,Volvo,C30 FWD,3,COMPACT CARS,C,G,43.79673611,25444,28.80899088,5865,30.61,-1343.9,,,,,,,,,,,,,,,,,
514,Geely,Volvo,C70,2,SUBCOMPACT CARS,C,G,44.3,40785,27.5992383,7220,28.49,-784.7,,,,,,,,,,,,,,,,,
515,Geely,Volvo,S40 AWD,3,COMPACT CARS,C,G,43.5,31732,26.8242,634,28.34,-382.2,,,,,,,,,,,,,,,,,
516,Geely,Volvo,S40 FWD,3,COMPACT CARS,C,G,43.5,25791,29.88739162,11119,29.81,532.2015243,,,,,,,,,,,,,,,,,
517,Geely,Volvo,S80 AWD,4,MIDSIZE CARS,C,G,48.4,44539,23.22925965,4175,23.66,-468.804186,,,,,,,,,,,,,,,,,
518,Geely,Volvo,S80 FWD,4,MIDSIZE CARS,C,G,48.4,40239,24.0531,7258,26.22,-1039,,,,,,,,,,,,,,,,,
519,Geely,Volvo,V50 AWD,3,SMALL STATION WAGONS,C,G,43.5,32956,26.8242,372,28.38,93.8,,,,,,,,,,,,,,,,,
520,Geely,Volvo,V50 FWD,8,SMALL STATION WAGONS,C,G,43.5,28444,29.78461202,1503,29.76,256.1972056,,,,,,,,,,,,,,,,,
521,Geely,Volvo,V70 FWD,9,MIDSIZE STATION WAGONS,C,G,48.1,33874,24.0531,3862,26.22,-324.2,,,,,,,,,,,,,,,,,
522,Geely,Volvo,XC 70 AWD,11,SUV,T,G,48,38270,22.1142,12793,23.36,3645.362659,,,,,,,,,,,,,,,,,
523,Geely,Volvo,XC 90 AWD,11,SUV,T,G,50.1,50931,20.47205198,19955,22.05,-10150.47146,,,,,,,,,,,,,,,,,
524,Geely,Volvo,XC 90 FWD,11,SUV,C,G,50.1,37735,20.9469,10049,22.44,-34.9,,,,,,,,,,,,,,,,,
